name,imageUrl,categories,address,description,link,street,city,state,zip,guessedCity
Lil’ Ice Cream Dude,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_21531.webp,Caterers	 Events	 Fundraising	 Ice Cream & Frozen Yogurt,140 Noketchee Dr	 Atlanta	 Georgia	 United States,My name is Beau Shell and I own my own ice cream push cart business.  I operate my carts and trailers all over town.  My ice cream cart business is available for fundraising	 corporate	 business	 and church events.,https://lilicecreamdude.com,Noketchee,Atlanta,GA,30301,Atlanta
Magic Touch Cleaning Services,,Home Cleaning,361 17th Street NE	 Atlanta	 Georgia	 United States,We are a leading cleaning company providing high-quality residential and commercial services to Atlanta and surrounding areas.,http://www.magictouchcleaningatl.com,17th,Atlanta,GA,30301,Atlanta
Mango's,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27692.webp,Caribbean,180 Auburn Ave. NE	 Atlanta	 GA	 Atlanta	 Georgia	 United States,Jamaican and Caribbean eats are offered at this downtown Atlanta establishment. Jerk chicken	 fried tilapia salad and Jamaican patties are foods you can plan to find on the menu. If you have a sweet tooth	 try the mango cheesecake or bread pudding.,http://mangoscaribbeanrestaurant.com,Auburn,Atlanta,GA,30301,Atlanta
Mason & Associates,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14336.webp,Home Real Estate,115 Perimeter Center Pl NE	 Ste 100	 Atlanta	 Georgia	 United States,Mason & Associates is an Atlanta based full service Real Estate team with over a decade of experience in two of the most challenging markets in the country Mason & Associates has developed a consultative	 educational approach with their clients that,http://www.ameshamason.com,Perimeter Center,Atlanta,GA,30301,Atlanta
Metro Fuxon,,American/General,554 Piedmont Ave 	 Atlanta	 Georgia	 United States,,,Piedmont,Atlanta,GA,30301,Atlanta
MJQ Concourse,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2254.webp,Restaurant	 Bars,736 Ponce De Leon Ave NE	 Atlanta	 Georgia	 United States,,http://thedrunkenunicorn.net/,Ponce De Leon,Atlanta,GA,30301,Atlanta
Mojos Motown Eatery,,Soul Food	 American/General	 Carry-Out,880 M.L.K. Jr Dr SW	 Atlanta	 Georgia	 United States,,,MLK Jr,Atlanta,GA,30301,Atlanta
My Coffee Shop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20515.webp,Breakfast & Brunch	 Cafe	 Coffee/Tea Shops,2462 Memorial Dr SE	 Atlanta	 Georgia	 United States,My Coffee Shop (Atlanta	 GA) is a coffeehouse offering all-day breakfasts alongside sandwiches & baked goods in quirky surrounds.,http://www.mycoffeeshopel.com,Memorial,Atlanta,GA,30301,Atlanta
Not As Famous Cookie Company,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_18459.webp,Bakeries & Desserts	 Food Trucks	 Gourmet Snacks,1147 Powder Springs Street	 Ste 2B	 Atlanta	 Georgia	 United States,Not As Famous Cookie Company was founded with the mission of supplying delectable gourmet products that are tremendously satisfying to the pallet. Our freshly baked products are made with only the finest of ingredients: real butter	 fine chocolates,http://notasfamous.com,Powder Springs,Atlanta,GA,30301,Atlanta
Only For You Boutique,,Clothing,PO Box 724376	 Atlanta	 Georgia	 United States,,,,Atlanta,GA,30301,Atlanta
PEARL LOUNGE,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_15975.webp,American/General	 Bars	 Clubs	 Lounge,253 Peters St SW 	 Atlanta	 Georgia	 United States,Plush Restaurant w/a Chic Lounge Atmosphere- Best Known for our Amazing Seafood Dishes & Cocktails!,,Peters,Atlanta,GA,30301,Atlanta
PRecise Communications,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7480.webp,Marketing	 Public Relations,55 Ivan Allen Jr Blvd NW	 Ste 840	 Atlanta	 Georgia	 United States,PRecise Communications is an award-winning boutique public relations firm specializing in consumer brand marketing	 media relations	 social media management and multicultural communications.,http://precisecomm.net,Ivan Allen Jr,Atlanta,GA,30301,Atlanta
RED TAG AFFAIR,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2903.webp,Custom Apparel,448 RALPH DAVID ABERNATHY BLVD 	 Atlanta	 Georgia	 United States,,https://www.etsy.com/shop/redtagaffair,RALPH DAVID ABERNATHY,Atlanta,GA,30301,Atlanta
Rosie's Coffee Cafe,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27694.webp,Soul Food	 Southern,2330 Sylvan Road	 Atlanta	 Georgia	 United States,Come to Rosie's Coffee Cafe for breakfast	 lunch and/or dessert. Fresh chicken salads	 shrimp and grits and other eats are paired with coffee. A portion of the restaurant's profits goes to the Lung Cancer Foundation of America in memory of...,https://rosiescoffeecafe.com/,Sylvan,Atlanta,GA,30301,Atlanta
S&S Luxury,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_21819.webp,Arts & Crafts	 Home & Garden	 Retail	 Gifts,3500 Peachtree Road NE	 Atlanta	 Georgia	 United States,S&S Luxury is a luxury blanket and children’s accessories retailer in Atlanta’s Phipps Plaza mall. You can also order online.,http://www.ssluxonline.com,Peachtree,Atlanta,GA,30301,Atlanta
Social Elevation Events,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2967.webp,Events,Ponce De Leon Ave NE	 Atlanta	 Georgia	 United States,,http://www.socialelevation.com,Ponce De Leon,Atlanta,GA,30301,Atlanta
Soul Vegetarian Restaurant,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_181.webp,Vegan	 Soul Food,879 Ralph David Abernathy Blvd	 Atlanta	 Georgia	 United States,,http://www.soulvegetarian2.com,Ralph David Abernathy,Atlanta,GA,30301,Atlanta
TAGS Boutique,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_12898.webp,Accessories	 Plus Size Fashion	 Shoes	 Women's Clothing	 Black Woman Owned,2140 Peachtree RD NW	 Atlanta	 Georgia	 United States,TAGS boutique has been in the making for several years. As longtime friends	 Kandi and Peaches entertained the idea of opening a specialty boutique. Armed with Kandi’s experience in the entertainment industry	 coupled with Peaches’ retail and styling,https://www.instagram.com/tagsboutique,Peachtree,Atlanta,GA,30301,Atlanta
TG Designs & Printing,,Marketing,PO Box 311728	 Atlanta	 Georgia	 United States,,http://www.tgdesignsandprinting.com,,Atlanta,GA,30301,Atlanta
The Atlanta Voice,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_8356.webp,Newspapers,633 Pryor St SW	 Atlanta	 Georgia	 United States,The newspaper has the largest audited and circulated newspaper reaching the most diverse African American market in the Atlanta metropolitan area.,http://www.theatlantavoice.com,Pryor,Atlanta,GA,30301,Atlanta
The Glamatory,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_41501.webp,Makeup Artists	 Beauty Salon	 Black Woman Owned,1675 Cumberland Pkwy Suite 408	 Atlanta	 Georgia	 United States,The Glamatory is a glamourous laboratory-themed makeup line	 beauty studio and artist agency	 founded by celebrity makeup artist Mimi J.,https://www.theglamatory.com,Cumberland,Atlanta,GA,30301,Atlanta
The Pink Zebra Boutique,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_30507.webp,Clothing,1140 Euclid Ave NE	 Atlanta	 Georgia	 United States,,https://thepinkzebraboutique.bigcartel.com,Euclid,Atlanta,GA,30301,Atlanta
The Spice House,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27696.webp,Caribbean,2247 Cascade Road SW	 Atlanta	 Georgia	 United States,Sit down at The Spice House for foods with Caribbean notes	 such as the jerk-stuffed burgers	 turkey in Creole sauce and Caribbean spaghetti. Aside from the food	 the restaurant also showcases live bands.,https://www.thespicehouse.com/,Cascade,Atlanta,GA,30301,Atlanta
Too Groovy Salon,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_43554.webp,Hair Salons	 Black Woman Owned,265 Ponce De Leon Ave NE	 Atlanta	 Georgia	 United States,Too Groovy Salon provides excellent natural hair care for curly and smooth styling,http://www.toogroovysalon.com,Ponce De Leon,Atlanta,GA,30301,Atlanta
Tracy Nicole Clothing,,Clothing,1040 W. Marietta St. NW	 Atlanta	 Georgia	 United States,,,Marietta,Atlanta,GA,30301,Atlanta
Twisted Soul Cookhouse & Pours,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27706.webp,Cajun/Creole	 Southern,1133 Huff Road NW	 Atlanta	 Georgia	 United States,Soul food with a twist is offered at Twisted Soul Cookhouse & Pours. Chef Deborah VanTrece incorporates global influences from her travels into the dishes on her menu. Foods on her menu include Creole gumbo	 Chef Robert's fried chicken po'boy and moo,https://www.twistedsoulcookhouseandpours.com/house,Huff,Atlanta,GA,30301,Atlanta
Urban Cannibals Bodega & Bites,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_18577.webp,Soups/Salads/Sandwiches	 Carry-Out	 Convenience Stores	 Grocery Store,368 5th St NE	 Atlanta	 Georgia	 United States,Grocery	 Deli Sandwiches	 Housemade Soups	 Bakery	 Daily Dinner Specials	 CSA Programs (Organic Produce & Grassfed Meat)	 Local Products (Milk	 Yogurt	 Bread	 Cheese	 Eggs	 Honey	 Granola	 Organic Tofu	 Grits	 Fair Trade Locally Roasted Coffee	 Fair,,5th,Atlanta,GA,30301,Atlanta
wadada,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_38782.webp,Black Woman Owned	 Juice Bars & Smoothies	 Health Markets,878 Ralph David Abernathy Blvd	 Atlanta	 Georgia	 United States,Support ATL's 1st Black Woman Owned Healthy Market & Juice Bar,https://www.facebook.com/Wadada-Healthy-Market-Juice-Bar-1905016789788718/,Ralph David Abernathy,Atlanta,GA,30301,Atlanta
Wings Express Takeout,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_10980.webp,American/General	 Carry-Out	 Burgers,1892 Metropolitan Pkwy	 Atlanta	 Georgia	 United States,,http://www.uscafe.net/,Metropolitan,Atlanta,GA,30301,Atlanta
yadiyda.clothingforyoursoul,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7542.webp,Women's Clothing,431 S West	 Atlanta	 Georgia	 United States,Alluring. Dashing. Exquisite. Seductive. Sophisticated. Epic. Dainty. Risqué. Elegant. Tantalizing. Timeless… Avant-garde. All things yadiyda.couture. Where passions meet visions and color becomes life. Decorum dresses the art of fashion,http://www.yadiyda.com/,West,Atlanta,GA,30301,Atlanta
Yummy Brothers,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_32082.webp,Bakeries & Desserts	 Caterers	 Brewing/Beverages,1100 Peachtree St	 Atlanta	 Georgia	 United States,Yummy Brothers is healthy bakery with yummy drinks and Over 3 Generations of Great Cooking!,https://yummybrothers.com,Peachtree,Atlanta,GA,30301,Atlanta
The Pit Stop Barbershop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7360.webp,Barbers,5801 Roswell Rd	 Sandy Springs	 Georgia	 United States,"It is our goal to provide a first class 
barbershop experience at a reasonable
price. If we do our job right then you too will
get more than a haircut and a shave	 the
experience will be memorable. We sincerely
hope your barbershop experience with",http://pitstopcuts.com/,Roswell,Sandy Springs,GA,30319,Atlanta
BOLE ETHIOPIAN RESTAURANT,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16023.webp,Ethiopian,1650 Virginia Ave	 College Park	 Georgia	 United States,This comfy destination lures locals for traditional Ethiopian plates served in a relaxed atmosphere.,http://www.boleethiopianrestaurantco.com/,Virginia,College Park,GA,30337,Atlanta
J.A.L. Remodeling/Construction,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2863.webp,Interior Design	 Restoration,1671 Williams Ave	 East Point	 Georgia	 United States,,http://jalconstructs.com,Williams,East Point,GA,30344,Atlanta
Wingz University,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44061.webp,American/General	 Carry-Out,407 Fair Road	 Statesboro	 Georgia	 United States,When you’re in Statesboro	 this is the place to go for chicken wings & loaded fries!,https://www.facebook.com/Wingzuniversity2017/,Fair,Statesboro,GA,30458,Statesboro
Banks Skye Designs,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_34042.webp,Home & Garden	 Accessories	 Custom Jewelry,4121 Michael Pl	 Hephzibah	 Georgia	 United States,Handmade Jewelry	 Accessories	 Handmade Pillows	 and more....,,Michael,Hephzibah,GA,30815,Hephzibah
Alexanders Great BBQ,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44828.webp,BBQ	 Burgers,3007 Deans Bridge Road	 Augusta	 Georgia	 United States,WELCOME TO ALEXANDER’S GREAT BBQ! Now open Thursday-Saturday 11am-9pm. 3007 Deans Bridge Rd Augusta	 Ga 30906. From barbecue sauces to catering	 Alexander’s offers it all. High quality products made from scratch with a down home southern flavor.,http://alexandersgreatbbq.com,Deans Bridge,Augusta,GA,30901,Augusta
Humanitree House,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_38947.webp,Vegan	 Cafe	 Juice Bars & Smoothies,305 EIGHTH	 Augusta	 Georgia	 United States,Cold-Pressed Juice	 Smoothies	 Vegan Food	 Art Gallery. Everything here is made with love.,http://humanitreehouse.com,EIGHTH,Augusta,GA,30901,Augusta
N-Cell Concierge Services,,Personal Assistants,3608 Goldfinch dr	 Augusta	 Georgia	 United States,,,Goldfinch,Augusta,GA,30901,Augusta
Jeff Smith Chevrolet,,Car Dealers,211 Chapman Rd. 	 Byron	 Georgia	 United States,Car Dealerships,,Chapman,Byron,GA,31008,Byron
DWD Auto Sales,,Car Dealers,378 Tabor Rd.	 Fort Valley	 Georgia	 United States,Car Dealerships,,Tabor,Fort Valley,GA,31030,Fort Valley
Fort Valley State University,,Schools	 HBCU's,1005 State University Dr	 Fort Valley	 Georgia 310	 Georgia	 United States,Historically Black Colleges & Universities,www.fvsu.edu,State University,Fort Valley,GA,31030,Fort Valley
Auto Vault LLC,,Driving Schools,403 North Davis Dr.	 Warner Robins	 Georgia	 United States,Driving Schools,,Davis,Warner Robins,GA,31088,Warner Robins
John's Garage,,Auto Repair,408 N. First St.	 Warner Robins	 Georgia	 United States,Automotive Services,,First,Warner Robins,GA,31088,Warner Robins
Lightning Auto Detail,,Driving Schools,2072 Watson Blvd. 	 Warner Robins	 Georgia	 United States,Driving Schools,,Watson,Warner Robins,GA,31088,Warner Robins
Lowe Toyota of Warner Robins,,Car Dealers,375 S. Houston Lake Rd. 	 Warner Robins	 Georgia	 United States,Car Dealerships,,Houston Lake,Warner Robins,GA,31088,Warner Robins
Raymond's Body Shop,,Auto Repair,205 Booth Rd.	 Warner Robins	 Georgia	 United States,Automotive Services,,Booth,Warner Robins,GA,31088,Warner Robins
Revive Paint & Auto Body,,Auto Repair,205 Booth Road	 Warner Robins	 Georgia	 United States,Automotive Services,,Booth,Warner Robins,GA,31088,Warner Robins
Signature Certified Automotive,,Car Dealers,1226 Watson Blvd. 	 Warner Robins	 Georgia	 United States,Car Dealerships,,Watson,Warner Robins,GA,31088,Warner Robins
Supreme Auto Sales,,Car Dealers,590 N. Davis Dr.	 Warner Robins	 Georgia	 United States,Car Dealerships,,Davis,Warner Robins,GA,31088,Warner Robins
Terry Holmes Ford Lincoln Mercury,,Car Dealers,900 Russell Pkwy.	 Warner Robins	 Georgia	 United States,Car Dealerships,,Russell,Warner Robins,GA,31088,Warner Robins
360* Automotive Group - Larry Harris,,Car Dealers,1064 Pio Nono Ave.	 Macon	 Georgia	 United States,Car Dealerships,,Pio Nono,Macon,GA,31201,Macon
